status,fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
new,bonsai conservation ns2:conservation_livingplant fertilizerUsed,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.fertilizerUsed,Living Plant Information,Fertilization > Fertilization,Fertilizer used,fertilizationGroupList > fertilizationGroup,fertilizerUsed,string,n,n,y,vocabulary: fertilizerused,""
old,bonsai conservation ns2:conservation_livingplant fertilizerUsed,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.fertilizerUsed,Living Plant Information,Fertilization,field.conservation_livingplant.fertilizerUsed,fertilizationGroupList > fertilizationGroup,fertilizerUsed,string,n,n,y,vocabulary: fertilizerused,""
new,bonsai conservation ns2:conservation_livingplant appliedBy,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.appliedBy,Living Plant Information,Fertilization > Fertilization,Fertilizer applied by,fertilizationGroupList > fertilizationGroup,appliedBy,string,n,n,y,authority: person/local,""
old,bonsai conservation ns2:conservation_livingplant appliedBy,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.appliedBy,Living Plant Information,Fertilization,field.conservation_livingplant.appliedBy,fertilizationGroupList > fertilizationGroup,appliedBy,string,n,n,y,authority: person/local,""
new,bonsai conservation ns2:conservation_livingplant nitrogenPercent,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.nitrogenPercent,Living Plant Information,Fertilization > Fertilization,Fertilizer nitrogen %,fertilizationGroupList > fertilizationGroup,nitrogenPercent,float,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant nitrogenPercent,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.nitrogenPercent,Living Plant Information,Fertilization,field.conservation_livingplant.nitrogenPercent,fertilizationGroupList > fertilizationGroup,nitrogenPercent,float,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant phosphorusPercent,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.phosphorusPercent,Living Plant Information,Fertilization > Fertilization,Fertilizer phosphorus %,fertilizationGroupList > fertilizationGroup,phosphorusPercent,float,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant phosphorusPercent,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.phosphorusPercent,Living Plant Information,Fertilization,field.conservation_livingplant.phosphorusPercent,fertilizationGroupList > fertilizationGroup,phosphorusPercent,float,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant potassiumPercent,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.potassiumPercent,Living Plant Information,Fertilization > Fertilization,Fertilizer potassium %,fertilizationGroupList > fertilizationGroup,potassiumPercent,float,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant potassiumPercent,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.potassiumPercent,Living Plant Information,Fertilization,field.conservation_livingplant.potassiumPercent,fertilizationGroupList > fertilizationGroup,potassiumPercent,float,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant applicationDate,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.applicationDate,Living Plant Information,Fertilization > Fertilization,Fertilizer application date,fertilizationGroupList > fertilizationGroup,applicationDate,date,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant applicationDate,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.applicationDate,Living Plant Information,Fertilization,field.conservation_livingplant.applicationDate,fertilizationGroupList > fertilizationGroup,applicationDate,date,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant amountApplied,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.amountApplied,Living Plant Information,Fertilization > Fertilization,Fertilizer amount applied,fertilizationGroupList > fertilizationGroup,amountApplied,string,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant amountApplied,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.amountApplied,Living Plant Information,Fertilization,field.conservation_livingplant.amountApplied,fertilizationGroupList > fertilizationGroup,amountApplied,string,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant fertilizationNotes,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.fertilizationNotes,Living Plant Information,Fertilization > Fertilization,Fertilization note,fertilizationGroupList > fertilizationGroup,fertilizationNotes,string,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant fertilizationNotes,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.fertilizationNotes,Living Plant Information,Fertilization,,fertilizationGroupList > fertilizationGroup,fertilizationNotes,string,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant nextApplicationDate,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.nextApplicationDate,Living Plant Information,Fertilization > Fertilization,Fertilizer next application date,fertilizationGroupList > fertilizationGroup,nextApplicationDate,date,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant nextApplicationDate,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.nextApplicationDate,Living Plant Information,Fertilization,field.conservation_livingplant.nextApplicationDate,fertilizationGroupList > fertilizationGroup,nextApplicationDate,date,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant fertilizerToBeUsed,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.fertilizerToBeUsed,Living Plant Information,Fertilization > Fertilization,Fertilizer to be used,fertilizationGroupList > fertilizationGroup > fertilizersToBeUsed,fertilizerToBeUsed,string,n,y,as part of larger repeating group,"",""
old,bonsai conservation ns2:conservation_livingplant fertilizerToBeUsed,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.fertilizerToBeUsed,Living Plant Information,Fertilization > field.conservation_livingplant.fertilizersToBeUsed,field.conservation_livingplant.fertilizerToBeUsed,fertilizationGroupList > fertilizationGroup > fertilizersToBeUsed,fertilizerToBeUsed,string,n,y,as part of larger repeating group,"",""
new,bonsai conservation ns2:conservation_livingplant pestOrDiseaseObserved,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.pestOrDiseaseObserved,Living Plant Information,Pest and Disease > Pest and Disease,Pest/disease observed,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,pestOrDiseaseObserved,string,n,n,y,vocabulary: pestordiseaseobserved,""
old,bonsai conservation ns2:conservation_livingplant pestOrDiseaseObserved,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.pestOrDiseaseObserved,Living Plant Information,Pest and Disease,field.conservation_livingplant.pestOrDiseaseObserved,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,pestOrDiseaseObserved,string,n,n,y,vocabulary: pestordiseaseobserved,""
new,bonsai conservation ns2:conservation_livingplant identifiedBy,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.identifiedBy,Living Plant Information,Pest and Disease > Pest and Disease,Pest/disease identified by,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,identifiedBy,string,n,n,y,authority: person/local,""
old,bonsai conservation ns2:conservation_livingplant identifiedBy,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.identifiedBy,Living Plant Information,Pest and Disease,field.conservation_livingplant.identifiedBy,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,identifiedBy,string,n,n,y,authority: person/local,""
new,bonsai conservation ns2:conservation_livingplant dateObserved,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.dateObserved,Living Plant Information,Pest and Disease > Pest and Disease,Pest/disease date observed,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,dateObserved,date,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant dateObserved,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.dateObserved,Living Plant Information,Pest and Disease,field.conservation_livingplant.dateObserved,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,dateObserved,date,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant treatmentDate,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.treatmentDate,Living Plant Information,Pest and Disease > Pest and Disease,Pest/disease treatment date,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,treatmentDate,date,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant treatmentDate,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.treatmentDate,Living Plant Information,Pest and Disease,field.conservation_livingplant.treatmentDate,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,treatmentDate,date,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant futureTreatmentDate,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.futureTreatmentDate,Living Plant Information,Pest and Disease > Pest and Disease,Pest/disease future treatment date,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,futureTreatmentDate,date,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant futureTreatmentDate,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.futureTreatmentDate,Living Plant Information,Pest and Disease,field.conservation_livingplant.futureTreatmentDate,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,futureTreatmentDate,date,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant treatedBy,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.treatedBy,Living Plant Information,Pest and Disease > Pest and Disease,Pest/disease treated by,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,treatedBy,string,n,n,y,authority: person/local,""
old,bonsai conservation ns2:conservation_livingplant treatedBy,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.treatedBy,Living Plant Information,Pest and Disease,field.conservation_livingplant.treatedBy,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,treatedBy,string,n,n,y,authority: person/local,""
new,bonsai conservation ns2:conservation_livingplant treatedWith,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.treatedWith,Living Plant Information,Pest and Disease > Pest and Disease,Pest/disease treated with,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,treatedWith,string,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant treatedWith,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.treatedWith,Living Plant Information,Pest and Disease,field.conservation_livingplant.treatedWith,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,treatedWith,string,n,n,y,"",""
new,bonsai conservation ns2:conservation_livingplant futureTreatment,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.futureTreatment,Living Plant Information,Pest and Disease > Pest and Disease,Pest/disease future treatment,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,futureTreatment,string,n,n,y,"",""
old,bonsai conservation ns2:conservation_livingplant futureTreatment,bonsai,conservation,ns2:conservation_livingplant,ns2:conservation_livingplant,conservation_livingplant.futureTreatment,Living Plant Information,Pest and Disease,field.conservation_livingplant.futureTreatment,pestsAndDiseaseGroupList > pestsAndDiseaseGroup,futureTreatment,string,n,n,y,"",""
