fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values,dumbfieldname,new?
anthro chronology ns2:chronologies_common identifierValue,anthro,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierValue,Chronology Information,"",Resource identifier value,identifierGroupList > identifierGroup,identifierValue,string,n,n,y,"","","",chronology identifierValue,""
anthro chronology ns2:chronologies_common identifierCitation,anthro,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierCitation,Chronology Information,"",Resource identifier citation,identifierGroupList > identifierGroup,identifierCitation,string,n,n,y,authority,citation/local; citation/worldcat,"",chronology identifierCitation,""
anthro chronology ns2:chronologies_common identifierDate,anthro,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierDate,Chronology Information,"",Resource identifier date,identifierGroupList > identifierGroup,identifierDate,date,n,n,y,"","","",chronology identifierDate,""
anthro chronology ns2:chronologies_common altDateRangeStructuredDateGroup,anthro,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.altDateRangeStructuredDateGroup,Alternative Date Information,"",Alternative date range,altDateGroupList > altDateGroup,altDateRangeStructuredDateGroup,structured date group,n,n,y,"","","",chronology altDateRangeStructuredDateGroup,""
anthro chronology ns2:chronologies_common altDateSpatialCoverage,anthro,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.altDateSpatialCoverage,Alternative Date Information,"",Alternative date spatial coverage,altDateGroupList > altDateGroup > altDateSpatialCoverages,altDateSpatialCoverage,string,n,y,as part of larger repeating group,authority,place/local; place/tgn,"",chronology altDateSpatialCoverage,""
anthro chronology ns2:chronologies_common altDateCitation,anthro,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.altDateCitation,Alternative Date Information,"",Alternative date citation,altDateGroupList > altDateGroup > altDateCitations,altDateCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,"",chronology altDateCitation,""
anthro chronology ns2:chronologies_common altDateNote,anthro,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.altDateNote,Alternative Date Information,"",Alternative date note,altDateGroupList > altDateGroup,altDateNote,string,n,n,y,"","","",chronology altDateNote,""
anthro chronology ext.associatedAuthority assocPerson,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPerson,Associated Authorities,"",Associated person,assocPersonAuthGroupList > assocPersonAuthGroup,assocPerson,string,n,n,y,authority,person/local; person/ulan,"",chronology assocPerson,""
anthro chronology ext.associatedAuthority assocPersonType,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPersonType,Associated Authorities,"",Associated person relationship/type,assocPersonAuthGroupList > assocPersonAuthGroup,assocPersonType,string,n,n,y,vocabulary,assocauthorityrelationtype,"",chronology assocPersonType,""
anthro chronology ext.associatedAuthority assocPersonStructuredDateGroup,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPersonStructuredDateGroup,Associated Authorities,"",Associated person date,assocPersonAuthGroupList > assocPersonAuthGroup,assocPersonStructuredDateGroup,structured date group,n,n,y,"","","",chronology assocPersonStructuredDateGroup,""
anthro chronology ext.associatedAuthority assocPersonCitation,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPersonCitation,Associated Authorities,"",Associated person citation,assocPersonAuthGroupList > assocPersonAuthGroup > assocPersonCitations,assocPersonCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,"",chronology assocPersonCitation,""
anthro chronology ext.associatedAuthority assocPersonNote,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPersonNote,Associated Authorities,"",Associated person note,assocPersonAuthGroupList > assocPersonAuthGroup,assocPersonNote,string,n,n,y,"","","",chronology assocPersonNote,""
anthro chronology ext.associatedAuthority assocPeople,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeople,Associated Authorities,"",Associated people,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeople,string,n,n,y,authority,concept/associated,"",chronology assocPeople,""
anthro chronology ext.associatedAuthority assocPeopleType,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeopleType,Associated Authorities,"",Associated people relationship/type,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeopleType,string,n,n,y,vocabulary,assocauthorityrelationtype,"",chronology assocPeopleType,""
anthro chronology ext.associatedAuthority assocPeopleStructuredDateGroup,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeopleStructuredDateGroup,Associated Authorities,"",Associated people date,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeopleStructuredDateGroup,structured date group,n,n,y,"","","",chronology assocPeopleStructuredDateGroup,""
anthro chronology ext.associatedAuthority assocPeopleCitation,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeopleCitation,Associated Authorities,"",Associated people citation,assocPeopleAuthGroupList > assocPeopleAuthGroup > assocPeopleCitations,assocPeopleCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,"",chronology assocPeopleCitation,""
anthro chronology ext.associatedAuthority assocPeopleNote,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPeopleNote,Associated Authorities,"",Associated people note,assocPeopleAuthGroupList > assocPeopleAuthGroup,assocPeopleNote,string,n,n,y,"","","",chronology assocPeopleNote,""
anthro chronology ext.associatedAuthority assocOrganization,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganization,Associated Authorities,"",Associated organization,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganization,string,n,n,y,authority,organization/local; organization/ulan,"",chronology assocOrganization,""
anthro chronology ext.associatedAuthority assocOrganizationType,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganizationType,Associated Authorities,"",Associated organization relationship/type,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationType,string,n,n,y,vocabulary,assocauthorityrelationtype,"",chronology assocOrganizationType,""
anthro chronology ext.associatedAuthority assocOrganizationStructuredDateGroup,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganizationStructuredDateGroup,Associated Authorities,"",Associated organization date,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationStructuredDateGroup,structured date group,n,n,y,"","","",chronology assocOrganizationStructuredDateGroup,""
anthro chronology ext.associatedAuthority assocOrganizationCitation,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganizationCitation,Associated Authorities,"",Associated organization citation,assocOrganizationAuthGroupList > assocOrganizationAuthGroup > assocOrganizationCitations,assocOrganizationCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,"",chronology assocOrganizationCitation,""
anthro chronology ext.associatedAuthority assocOrganizationNote,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocOrganizationNote,Associated Authorities,"",Associated organization note,assocOrganizationAuthGroupList > assocOrganizationAuthGroup,assocOrganizationNote,string,n,n,y,"","","",chronology assocOrganizationNote,""
anthro chronology ext.associatedAuthority assocConcept,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConcept,Associated Authorities,"",Associated concept,assocConceptAuthGroupList > assocConceptAuthGroup,assocConcept,string,n,n,y,authority,concept/activity; concept/associated; concept/material; concept/nomenclature; concept/occasion; concept/archculture,"",chronology assocConcept,""
anthro chronology ext.associatedAuthority assocConceptType,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConceptType,Associated Authorities,"",Associated concept relationship/type,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptType,string,n,n,y,vocabulary,assocauthorityrelationtype,"",chronology assocConceptType,""
anthro chronology ext.associatedAuthority assocConceptStructuredDateGroup,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConceptStructuredDateGroup,Associated Authorities,"",Associated concept date,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptStructuredDateGroup,structured date group,n,n,y,"","","",chronology assocConceptStructuredDateGroup,""
anthro chronology ext.associatedAuthority assocConceptCitation,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConceptCitation,Associated Authorities,"",Associated concept citation,assocConceptAuthGroupList > assocConceptAuthGroup > assocConceptCitations,assocConceptCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,"",chronology assocConceptCitation,""
anthro chronology ext.associatedAuthority assocConceptNote,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocConceptNote,Associated Authorities,"",Associated concept note,assocConceptAuthGroupList > assocConceptAuthGroup,assocConceptNote,string,n,n,y,"","","",chronology assocConceptNote,""
anthro chronology ext.associatedAuthority assocPlace,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlace,Associated Authorities,"",Associated place,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlace,string,n,n,y,authority,place/local; place/tgn,"",chronology assocPlace,""
anthro chronology ext.associatedAuthority assocPlaceType,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlaceType,Associated Authorities,"",Associated place relationship/type,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceType,string,n,n,y,vocabulary,assocauthorityrelationtype,"",chronology assocPlaceType,""
anthro chronology ext.associatedAuthority assocPlaceStructuredDateGroup,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlaceStructuredDateGroup,Associated Authorities,"",Associated place date,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceStructuredDateGroup,structured date group,n,n,y,"","","",chronology assocPlaceStructuredDateGroup,""
anthro chronology ext.associatedAuthority assocPlaceCitation,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlaceCitation,Associated Authorities,"",Associated place citation,assocPlaceAuthGroupList > assocPlaceAuthGroup > assocPlaceCitations,assocPlaceCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,"",chronology assocPlaceCitation,""
anthro chronology ext.associatedAuthority assocPlaceNote,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPlaceNote,Associated Authorities,"",Associated place note,assocPlaceAuthGroupList > assocPlaceAuthGroup,assocPlaceNote,string,n,n,y,"","","",chronology assocPlaceNote,""
anthro chronology ext.associatedAuthority assocChronology,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocChronology,Associated Authorities,"",Associated event/era,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronology,string,n,n,y,authority,chronology/era; chronology/event; chronology/fieldcollection,"",chronology assocChronology,""
anthro chronology ext.associatedAuthority assocChronologyType,anthro,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocChronologyType,Associated Authorities,"",Associated event/era relationship/type,assocChronologyAuthGroupList > assocChronologyAuthGroup,assocChronologyType,string,n,n,y,vocabulary,assocauthorityrelationtype,"",chronology assocChronologyType,""
